period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
2012,NY,New York,COL,Coal,,5417,,8932,,26957,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NY,New York,NG,Natural Gas,,28018,,16752,,175,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NY,New York,OTH,Other,,1696,,17142,,5684,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NY,New York,PET,Petroleum,,537,,1569,,1150,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NY,New York,ALL,Total,578,35669,.7,44395,.5,33966,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OH,Ohio,COL,Coal,,83439,,82619,,360893,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OH,Ohio,NG,Natural Gas,,9685,,2738,,56,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OH,Ohio,OTH,Other,,34,,11573,,2536,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OH,Ohio,PET,Petroleum,,2365,,3370,,27603,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OH,Ohio,ALL,Total,1620,95523,1.5,100300,6,391088,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OK,Oklahoma,COL,Coal,,31420,,49029,,78406,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OK,Oklahoma,NG,Natural Gas,,17625,,19718,,100,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OK,Oklahoma,OTH,Other,,132,,1162,,3494,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OK,Oklahoma,PET,Petroleum,,9,,40,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OK,Oklahoma,ALL,Total,1389,49186,1.8,69949,2.1,82000,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OR,Oregon,COL,Coal,,2576,,2701,,11463,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OR,Oregon,NG,Natural Gas,,4711,,2625,,39,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OR,Oregon,OTH,Other,,73,,4323,,3338,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OR,Oregon,PET,Petroleum,,5,,3,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,OR,Oregon,ALL,Total,266,7365,.3,9652,.5,14840,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,PA,Pennsylvania,COL,Coal,,85741,,127069,,259319,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,PA,Pennsylvania,NG,Natural Gas,,22293,,5193,,143,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,PA,Pennsylvania,OTH,Other,,1395,,13219,,4371,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,PA,Pennsylvania,PET,Petroleum,,567,,873,,1147,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,PA,Pennsylvania,ALL,Total,1083,109997,1.3,146354,2.4,264980,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,RI,Rhode Island,NG,Natural Gas,,3389,,773,,19,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,RI,Rhode Island,OTH,Other,,0,,1464,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,RI,Rhode Island,PET,Petroleum,,14,,273,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,RI,Rhode Island,ALL,Total,901,3403,.6,2510,0,30,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,SC,South Carolina,COL,Coal,,27171,,17027,,54683,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,SC,South Carolina,NG,Natural Gas,,6462,,2191,,47,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,SC,South Carolina,OTH,Other,,484,,5213,,16453,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,SC,South Carolina,PET,Petroleum,,121,,107,,97,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,SC,South Carolina,ALL,Total,778,34238,.5,24538,1.5,71280,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,SD,South Dakota,COL,Coal,,3127,,11562,,12825,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,SD,South Dakota,NG,Natural Gas,,134,,86,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,SD,South Dakota,PET,Petroleum,,8,,54,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,SD,South Dakota,ALL,Total,627,3269,2,11702,2.2,12825,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,TN,Tennessee,COL,Coal,,37991,,23781,,89276,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,TN,Tennessee,NG,Natural Gas,,3623,,2182,,20,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,TN,Tennessee,OTH,Other,,0,,1814,,8028,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,TN,Tennessee,PET,Petroleum,,127,,114,,3,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,TN,Tennessee,ALL,Total,1181,41741,.7,27891,2.5,97327,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,TX,Texas,COL,Coal,,144307,,92718,,337533,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,TX,Texas,NG,Natural Gas,,106843,,98462,,752,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,TX,Texas,OTH,Other,,27,,18032,,10743,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,TX,Texas,PET,Petroleum,,2512,,4150,,36561,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,TX,Texas,ALL,Total,1299,253689,1,213362,1.8,385589,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,US,United States,COL,Coal,,1552668,,1608668,,3625314,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,US,United States,NG,Natural Gas,,563236,,416309,,3892,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,US,United States,OTH,Other,,15070,,287930,,266445,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,US,United States,PET,Petroleum,,25900,,54524,,187238,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,US,United States,ALL,Total,1172,2156875,1.2,2367431,2,4082889,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,UT,Utah,COL,Coal,,29277,,50794,,21953,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ND,North Dakota,COL,Coal,,30821,,50197,,87164,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ND,North Dakota,NG,Natural Gas,,78,,187,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ND,North Dakota,OTH,Other,,1,,230,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ND,North Dakota,PET,Petroleum,,34,,34,,21,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ND,North Dakota,ALL,Total,1884,30934,2.8,50648,4.8,87193,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NE,Nebraska,COL,Coal,,26005,,30145,,63689,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NE,Nebraska,NG,Natural Gas,,444,,352,,2,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NE,Nebraska,OTH,Other,,0,,1110,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NE,Nebraska,PET,Petroleum,,18,,89,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NE,Nebraska,ALL,Total,1702,26467,1.9,31696,3.7,63695,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NH,New Hampshire,COL,Coal,,1323,,1930,,1694,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NH,New Hampshire,NG,Natural Gas,,2789,,367,,16,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NH,New Hampshire,OTH,Other,,114,,1972,,268,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NH,New Hampshire,PET,Petroleum,,68,,118,,285,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NH,New Hampshire,ALL,Total,492,4295,.5,4387,.2,2263,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NJ,New Jersey,COL,Coal,,2387,,1973,,2866,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NJ,New Jersey,NG,Natural Gas,,12937,,5559,,73,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NJ,New Jersey,OTH,Other,,727,,7286,,168,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NJ,New Jersey,PET,Petroleum,,70,,171,,1194,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NJ,New Jersey,ALL,Total,543,16120,.5,14989,.1,4301,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NM,New Mexico,COL,Coal,,25021,,57319,,16538,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NM,New Mexico,NG,Natural Gas,,4105,,3516,,22,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,NV,Nevada,OTH,Other,,69,,381,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,NV,Nevada,PET,Petroleum,,15,,10,,13,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,NV,Nevada,ALL,Total,947,15690,.8,14669,.4,7434,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,NY,New York,COL,Coal,,5257,,8543,,21923,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,NY,New York,NG,Natural Gas,,25698,,17230,,126,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,NY,New York,OTH,Other,,1649,,16234,,4799,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,NY,New York,PET,Petroleum,,853,,2574,,4098,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,NY,New York,ALL,Total,541,33456,.7,44580,.5,30946,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OH,Ohio,COL,Coal,,90898,,84220,,314944,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OH,Ohio,NG,Natural Gas,,9129,,2085,,48,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OH,Ohio,OTH,Other,,27,,12241,,2325,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OH,Ohio,PET,Petroleum,,2411,,3448,,29555,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OH,Ohio,ALL,Total,1642,102466,1.5,101994,5.1,346872,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OK,Oklahoma,COL,Coal,,32227,,39314,,76673,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OK,Oklahoma,NG,Natural Gas,,13904,,15363,,78,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OK,Oklahoma,OTH,Other,,127,,2058,,3650,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OK,Oklahoma,PET,Petroleum,,9,,23,,16,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OK,Oklahoma,ALL,Total,1382,46268,1.5,56758,2.2,80417,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OR,Oregon,COL,Coal,,3587,,4036,,13959,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,OR,Oregon,NG,Natural Gas,,5835,,3824,,51,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
